ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8038261	2.41e-01	2.07e-01	1.282547	-6.196666	0.169099	GYS1	glycogen synthase 1
8127109	2.41e-01	2.07e-01	1.281574	-6.197886	0.16451	ICK	intestinal cell (MAK-like) kinase
8028004	2.41e-01	2.07e-01	1.28157	-6.197891	0.101373	LIN37	lin-37 DREAM MuvB core complex component
8141829	2.41e-01	2.07e-01	1.281471	-6.198014	0.142258	UPK3BL///POLR2J3///POLR2J2///POLR2J4///POLR2J	uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J4, pseudogene///RNA polymerase II subunit J
8124994	2.42e-01	2.08e-01	-1.279634	-6.200314	-0.086391	C6orf47	chromosome 6 open reading frame 47
7921916	2.42e-01	2.08e-01	1.279076	-6.201012	0.47437	RGS5	regulator of G-protein signaling 5
7911839	2.42e-01	2.08e-01	1.27873	-6.201444	0.11641	WRAP73	WD repeat containing, antisense to TP73
8011734	2.42e-01	2.08e-01	-1.278596	-6.201611	-0.16364	CHRNE	cholinergic receptor nicotinic epsilon subunit
8164013	2.42e-01	2.08e-01	1.277776	-6.202636	0.265727	STRBP	spermatid perinuclear RNA binding protein
8079517	2.42e-01	2.08e-01	1.277516	-6.20296	0.123078	KLHL18	kelch like family member 18
8027473	2.42e-01	2.08e-01	1.277489	-6.202994	0.13566	PDCD5	programmed cell death 5
8042859	2.43e-01	2.09e-01	1.277064	-6.203525	0.102909	INO80B-WBP1///INO80B	INO80B-WBP1 readthrough (NMD candidate)///INO80 complex subunit B
8077103	2.43e-01	2.09e-01	1.276985	-6.203623	0.142236	TYMP	thymidine phosphorylase
8160389	2.43e-01	2.09e-01	-1.275462	-6.205523	-0.09585	IFNA10	interferon alpha 10
8104856	2.44e-01	2.09e-01	1.274634	-6.206556	0.133996	SPEF2	sperm flagellar 2
7944023	2.44e-01	2.09e-01	-1.274584	-6.206618	-0.124932	NXPE2	neurexophilin and PC-esterase domain family member 2
7959986	2.44e-01	2.09e-01	-1.2745	-6.206723	-0.108189	PUS1	pseudouridylate synthase 1
8161618	2.44e-01	2.09e-01	1.274415	-6.206829	0.111107	APBA1	amyloid beta precursor protein binding family A member 1
8176806	2.44e-01	2.10e-01	-1.274129	-6.207185	-0.187774	PRY2///PRY	PTPN13-like, Y-linked 2///PTPN13-like, Y-linked
8035808	2.44e-01	2.10e-01	1.27383	-6.207558	0.140185	ZNF100	zinc finger protein 100
8093053	2.44e-01	2.10e-01	-1.273504	-6.207964	-0.328411	TFRC	transferrin receptor
8028563	2.44e-01	2.10e-01	1.273347	-6.208159	0.163458	MRPS12	mitochondrial ribosomal protein S12
7996647	2.44e-01	2.10e-01	1.273182	-6.208365	0.129093	PARD6A	par-6 family cell polarity regulator alpha
8029640	2.44e-01	2.10e-01	-1.273167	-6.208383	-0.091054	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3
8017460	2.44e-01	2.10e-01	1.272979	-6.208617	0.149907	PTCRA///SMARCD2	pre T-cell antigen receptor alpha///SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
7953547	2.44e-01	2.10e-01	1.272043	-6.209781	0.128875	ATN1	atrophin 1
8088020	2.44e-01	2.10e-01	1.271837	-6.210039	0.115551	ITIH4	inter-alpha-trypsin inhibitor heavy chain family member 4
8091458	2.45e-01	2.10e-01	1.271637	-6.210286	0.129834	SERP1	stress-associated endoplasmic reticulum protein 1
8020844	2.45e-01	2.11e-01	-1.271444	-6.210527	-0.116236	ASXL3	additional sex combs like 3, transcriptional regulator
7957514	2.45e-01	2.11e-01	-1.271256	-6.21076	-0.258147	PLEKHG7	pleckstrin homology and RhoGEF domain containing G7
8165183	2.46e-01	2.12e-01	1.267651	-6.215236	0.157411	SEC16A	SEC16 homolog A, endoplasmic reticulum export factor
8118028	2.46e-01	2.12e-01	1.267219	-6.215771	0.102917	VARS2	valyl-tRNA synthetase 2, mitochondrial
7941743	2.47e-01	2.12e-01	-1.266417	-6.216766	-0.129591	LRFN4	leucine rich repeat and fibronectin type III domain containing 4
7983928	2.47e-01	2.12e-01	1.266407	-6.216778	0.324369	LIPC	lipase C, hepatic type
8149612	2.47e-01	2.12e-01	1.266168	-6.217074	0.149691	LZTS1	leucine zipper tumor suppressor 1
7982829	2.47e-01	2.13e-01	1.265844	-6.217475	0.199677	SPINT1	serine peptidase inhibitor, Kunitz type 1
7924868	2.47e-01	2.13e-01	-1.265697	-6.217657	-0.106395	TRIM11	tripartite motif containing 11
8024637	2.47e-01	2.13e-01	1.265655	-6.217709	0.103316	FZR1	fizzy/cell division cycle 20 related 1
8071671	2.47e-01	2.13e-01	-1.265494	-6.217908	-0.216491	GNAZ	G protein subunit alpha z
8035249	2.47e-01	2.13e-01	-1.26526	-6.218198	-0.080527	NR2F6	nuclear receptor subfamily 2 group F member 6
7992347	2.47e-01	2.13e-01	1.265178	-6.2183	0.119858	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
7974198	2.47e-01	2.13e-01	1.26511	-6.218383	0.184212	LRR1	leucine rich repeat protein 1
8032037	2.47e-01	2.13e-01	-1.264357	-6.219316	-0.12346	SHC2	SHC adaptor protein 2
8074458	2.47e-01	2.13e-01	-1.26427	-6.219423	-0.105515	C22orf39	chromosome 22 open reading frame 39
8011188	2.47e-01	2.13e-01	1.26377	-6.220041	0.099848	TLCD2	TLC domain containing 2
8107100	2.48e-01	2.13e-01	1.263262	-6.22067	0.207955	RGMB	repulsive guidance molecule family member b
8007828	2.48e-01	2.13e-01	-1.263145	-6.220813	-0.23276	MAPT	microtubule associated protein tau
8032491	2.48e-01	2.14e-01	-1.262911	-6.221103	-0.114866	LMNB2	lamin B2
7899737	2.48e-01	2.14e-01	1.262745	-6.221308	0.154681	EIF3I	eukaryotic translation initiation factor 3 subunit I
7942586	2.48e-01	2.14e-01	1.262017	-6.222207	0.075243	RPS3	ribosomal protein S3
8123446	2.48e-01	2.14e-01	-1.261674	-6.222631	-0.432259	SMOC2	SPARC related modular calcium binding 2
8133610	2.48e-01	2.14e-01	1.261273	-6.223125	0.114679	STAG3L5P-PVRIG2P-PILRB///STAG3L2///STAG3L3///STAG3L1	STAG3L5P-PVRIG2P-PILRB readthrough///stromal antigen 3-like 2 (pseudogene)///stromal antigen 3-like 3 (pseudogene)///stromal antigen 3-like 1 (pseudogene)
8036902	2.49e-01	2.15e-01	-1.259982	-6.224718	-0.252937	SERTAD1	SERTA domain containing 1
8013622	2.49e-01	2.15e-01	-1.259663	-6.225112	-0.114066	SGK494///SPAG5	uncharacterized serine/threonine-protein kinase SgK494///sperm associated antigen 5
8089112	2.49e-01	2.15e-01	-1.25889	-6.226064	-0.262316	FILIP1L	filamin A interacting protein 1 like
7919642	2.49e-01	2.15e-01	-1.258635	-6.226378	-0.133629	HIST2H2AB///HIST2H2AB	histone cluster 2, H2ab///histone cluster 2, H2ab
7969093	2.50e-01	2.16e-01	1.256554	-6.228939	0.120786	MLNR	motilin receptor
7957351	2.51e-01	2.16e-01	1.255666	-6.230031	0.11891	OTOGL	otogelin like
8154316	2.51e-01	2.16e-01	1.255231	-6.230565	0.199265	UHRF2	ubiquitin like with PHD and ring finger domains 2
8099633	2.51e-01	2.16e-01	-1.255038	-6.230802	-0.317344	PPARGC1A	PPARG coactivator 1 alpha
8036207	2.51e-01	2.17e-01	-1.254226	-6.2318	-0.223199	NFKBID	NFKB inhibitor delta
8058552	2.52e-01	2.17e-01	1.252154	-6.234342	0.238787	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic
7982366	2.52e-01	2.17e-01	1.252142	-6.234356	0.350609	SCG5	secretogranin V
8036744	2.52e-01	2.17e-01	1.251921	-6.234627	0.122127	EID2B	EP300 interacting inhibitor of differentiation 2B
7979108	2.52e-01	2.18e-01	1.251834	-6.234734	0.208779	TRIM9	tripartite motif containing 9
8152335	2.52e-01	2.18e-01	-1.251603	-6.235017	-0.220613	TMEM74	transmembrane protein 74
7939068	2.53e-01	2.18e-01	1.250643	-6.236192	0.090786	RPS25	ribosomal protein S25
8069574	2.53e-01	2.18e-01	-1.250611	-6.236232	-0.189963	C21orf91	chromosome 21 open reading frame 91
7987165	2.54e-01	2.19e-01	1.247181	-6.240426	0.132989	AVEN	apoptosis and caspase activation inhibitor
8009417	2.54e-01	2.20e-01	1.246279	-6.241527	0.291233	KPNA2	karyopherin subunit alpha 2
8051777	2.54e-01	2.20e-01	1.246262	-6.241549	0.099746	COX7A2L	cytochrome c oxidase subunit 7A2 like
8076569	2.54e-01	2.20e-01	1.2462	-6.241624	0.154476	TTLL12	tubulin tyrosine ligase like 12
8168958	2.55e-01	2.20e-01	1.245676	-6.242263	0.096979	ARMCX5-GPRASP2///ARMCX5	ARMCX5-GPRASP2 readthrough///armadillo repeat containing, X-linked 5
7990511	2.55e-01	2.20e-01	1.244963	-6.243133	0.164518	PTPN9	protein tyrosine phosphatase, non-receptor type 9
8014749	2.55e-01	2.20e-01	1.244492	-6.243708	0.0707	RPL23	ribosomal protein L23
7981322	2.55e-01	2.20e-01	-1.244131	-6.244147	-0.156535	RTL1	retrotransposon-like 1
8129254	2.56e-01	2.21e-01	-1.242129	-6.246585	-0.188084	MAN1A1	mannosidase alpha class 1A member 1
8033025	2.56e-01	2.21e-01	1.241886	-6.24688	0.136733	DUS3L	dihydrouridine synthase 3 like
7915609	2.57e-01	2.22e-01	1.240583	-6.248465	0.240001	TCTEX1D4	Tctex1 domain containing 4
7916403	2.57e-01	2.22e-01	1.239903	-6.249291	0.143774	SSBP3	single stranded DNA binding protein 3
8099144	2.57e-01	2.22e-01	-1.239381	-6.249924	-0.11937	EVC2	EvC ciliary complex subunit 2
8038477	2.57e-01	2.22e-01	-1.239243	-6.250092	-0.104443	AKT1S1	AKT1 substrate 1
8029814	2.57e-01	2.22e-01	1.238549	-6.250935	0.125679	PPP5C	protein phosphatase 5 catalytic subunit
8124742	2.57e-01	2.22e-01	1.238534	-6.250953	0.109362	GNL1	G protein nucleolar 1 (putative)
8139433	2.57e-01	2.22e-01	-1.238235	-6.251315	-0.182426	MYO1G	myosin IG
8092404	2.58e-01	2.22e-01	-1.238132	-6.251441	-0.10159	MAP6D1	MAP6 domain containing 1
8164440	2.58e-01	2.23e-01	1.237339	-6.252402	0.100797	WDR34	WD repeat domain 34
8076209	2.58e-01	2.23e-01	1.236027	-6.253992	0.07758	RPL3	ribosomal protein L3
8123104	2.59e-01	2.23e-01	-1.235439	-6.254704	-0.367863	FNDC1	fibronectin type III domain containing 1
8139299	2.59e-01	2.24e-01	1.23524	-6.254945	0.172905	POLD2	DAN polymerase delta 2, accessory subunit
7991566	2.59e-01	2.24e-01	1.235187	-6.255009	0.091078	LINS1	lines homolog 1
8167270	2.59e-01	2.24e-01	1.234963	-6.25528	0.125645	FTSJ1	FtsJ RNA methyltransferase homolog 1 (E. coli)
8128329	2.59e-01	2.24e-01	1.234892	-6.255366	0.154891	MMS22L	MMS22 like, DNA repair protein
7965156	2.59e-01	2.24e-01	1.234361	-6.256009	0.254419	LIN7A	lin-7 homolog A, crumbs cell polarity complex component
7939376	2.59e-01	2.24e-01	1.233663	-6.256853	0.153262	LDLRAD3	low density lipoprotein receptor class A domain containing 3
8064762	2.60e-01	2.24e-01	-1.232827	-6.257864	-0.0859	CENPB	centromere protein B
8102482	2.60e-01	2.25e-01	-1.232114	-6.258724	-0.206375	SEC24D	SEC24 homolog D, COPII coat complex component
7994445	2.60e-01	2.25e-01	1.231927	-6.258951	0.127905	SH2B1	SH2B adaptor protein 1
8009334	2.60e-01	2.25e-01	-1.231528	-6.259432	-0.158405	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4
7985317	2.60e-01	2.25e-01	-1.231246	-6.259772	-0.343728	CEMIP	cell migration inducing hyaluronan binding protein
7973384	2.61e-01	2.25e-01	1.23001	-6.261263	0.101026	BCL2L2-PABPN1///PABPN1	BCL2L2-PABPN1 readthrough///poly(A) binding protein nuclear 1
8129649	2.61e-01	2.26e-01	1.229946	-6.261341	0.284345	SLC18B1	solute carrier family 18 member B1
8063903	2.61e-01	2.26e-01	1.229864	-6.261439	0.074753	RPS21	ribosomal protein S21
7936809	2.61e-01	2.26e-01	1.229521	-6.261852	0.149889	FAM24B-CUZD1///FAM24B	FAM24B-CUZD1 readthrough///family with sequence similarity 24 member B
7996571	2.61e-01	2.26e-01	1.22927	-6.262155	0.131402	FAM65A	family with sequence similarity 65 member A
7929078	2.61e-01	2.26e-01	1.228718	-6.26282	0.253739	KIF20B	kinesin family member 20B
8049684	2.61e-01	2.26e-01	-1.228424	-6.263174	-0.108461	DUSP28	dual specificity phosphatase 28
8007108	2.61e-01	2.26e-01	1.228287	-6.263339	0.221027	TMEM99	transmembrane protein 99
8008040	2.62e-01	2.27e-01	-1.226819	-6.265106	-0.093675	LRRC46	leucine rich repeat containing 46
8152522	2.62e-01	2.27e-01	1.22648	-6.265514	0.367546	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2
8045860	2.62e-01	2.27e-01	1.22603	-6.266055	0.293791	PKP4	plakophilin 4
7900192	2.62e-01	2.27e-01	1.22569	-6.266463	0.14948	C1orf122	chromosome 1 open reading frame 122
7995539	2.62e-01	2.27e-01	-1.225572	-6.266605	-0.140865	NOD2	nucleotide binding oligomerization domain containing 2
8069565	2.63e-01	2.27e-01	1.225159	-6.267101	0.252486	BTG3	BTG anti-proliferation factor 3
7920600	2.63e-01	2.27e-01	-1.224631	-6.267736	-0.158864	SHC1	SHC adaptor protein 1
8073513	2.63e-01	2.28e-01	-1.223588	-6.268987	-0.104283	CCDC134	coiled-coil domain containing 134
8141395	2.63e-01	2.28e-01	1.223576	-6.269001	0.226458	MCM7	minichromosome maintenance complex component 7
8158418	2.63e-01	2.28e-01	1.223454	-6.269148	0.081322	ENDOG	endonuclease G
8038202	2.63e-01	2.28e-01	1.223419	-6.26919	0.17476	BCAT2	branched chain amino acid transaminase 2
8013312	2.63e-01	2.28e-01	-1.223301	-6.269332	-0.179474	FAM83G	family with sequence similarity 83 member G
7899750	2.63e-01	2.28e-01	-1.223034	-6.269652	-0.117246	FAM167B	family with sequence similarity 167 member B
8114805	2.64e-01	2.28e-01	1.222427	-6.270379	0.395542	FGF1	fibroblast growth factor 1
8034544	2.64e-01	2.28e-01	-1.221998	-6.270894	-0.080695	PRDX2	peroxiredoxin 2
8060103	2.64e-01	2.29e-01	1.221345	-6.271676	0.10768	ANKMY1	ankyrin repeat and MYND domain containing 1
8076331	2.65e-01	2.29e-01	1.220107	-6.273158	0.150612	TOB2	transducer of ERBB2, 2
7940349	2.65e-01	2.29e-01	-1.219961	-6.273333	-0.131625	CCDC86	coiled-coil domain containing 86
8009602	2.65e-01	2.29e-01	-1.219955	-6.27334	-0.287171	KIF19	kinesin family member 19
7913237	2.65e-01	2.30e-01	-1.219072	-6.274395	-0.251218	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
7949637	2.65e-01	2.30e-01	-1.219066	-6.274403	-0.097337	MRPL11	mitochondrial ribosomal protein L11
8084064	2.65e-01	2.30e-01	-1.219041	-6.274433	-0.157668	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
8003249	2.65e-01	2.30e-01	1.218958	-6.274533	0.143477	FBXO31	F-box protein 31
7926410	2.65e-01	2.30e-01	-1.217799	-6.275918	-0.487859	MRC1	mannose receptor, C type 1
8122013	2.66e-01	2.30e-01	-1.217674	-6.276067	-0.125659	L3MBTL3	l(3)mbt-like 3 (Drosophila)
7962146	2.66e-01	2.30e-01	1.217421	-6.276369	0.239383	FAM60A	family with sequence similarity 60 member A
8040223	2.66e-01	2.30e-01	-1.216714	-6.277213	-0.318569	RRM2	ribonucleotide reductase regulatory subunit M2
7970441	2.66e-01	2.31e-01	1.216439	-6.277541	0.340676	GJB2	gap junction protein beta 2
8101002	2.66e-01	2.31e-01	-1.216259	-6.277756	-0.148581	BTC	betacellulin
8003679	2.66e-01	2.31e-01	1.216043	-6.278014	0.119072	RPA1	replication protein A1
7988077	2.66e-01	2.31e-01	1.215933	-6.278144	0.133139	LCMT2	leucine carboxyl methyltransferase 2
7997139	2.66e-01	2.31e-01	1.215706	-6.278416	0.520628	CALB2	calbindin 2
7938834	2.66e-01	2.31e-01	1.215625	-6.278512	0.269731	NAV2	neuron navigator 2
8065566	2.66e-01	2.31e-01	-1.215562	-6.278588	-0.291955	DEFB124	defensin beta 124
8067680	2.66e-01	2.31e-01	1.215549	-6.278603	0.140516	HELZ2	helicase with zinc finger 2
7910589	2.66e-01	2.31e-01	1.215366	-6.278821	0.111917	MAP10	microtubule associated protein 10
8075423	2.66e-01	2.31e-01	1.215276	-6.278928	0.180334	DUSP18	dual specificity phosphatase 18
7900076	2.67e-01	2.31e-01	-1.214189	-6.280224	-0.114452	TEKT2	tektin 2
7915156	2.67e-01	2.31e-01	-1.214082	-6.280351	-0.104736	POU3F1	POU class 3 homeobox 1
8039607	2.67e-01	2.32e-01	-1.213803	-6.280683	-0.119824	ZIM2///PEG3	zinc finger imprinted 2///paternally expressed 3
8172561	2.67e-01	2.32e-01	-1.213208	-6.281392	-0.085091	PRICKLE3	prickle planar cell polarity protein 3
8100210	2.67e-01	2.32e-01	-1.212889	-6.281771	-0.130589	TXK	TXK tyrosine kinase
8051187	2.67e-01	2.32e-01	-1.212871	-6.281792	-0.147163	FNDC4	fibronectin type III domain containing 4
8022393	2.67e-01	2.32e-01	1.212726	-6.281965	0.185499	PTPN2	protein tyrosine phosphatase, non-receptor type 2
8096617	2.67e-01	2.32e-01	-1.212397	-6.282357	-0.134582	BANK1	B-cell scaffold protein with ankyrin repeats 1
8022972	2.69e-01	2.33e-01	1.209651	-6.28562	0.077596	RPL7A	ribosomal protein L7a
8137542	2.69e-01	2.33e-01	1.209623	-6.285653	0.092716	RBM33	RNA binding motif protein 33
7959772	2.69e-01	2.33e-01	1.208999	-6.286394	0.124009		
8160504	2.69e-01	2.33e-01	-1.208895	-6.286517	-0.067308	LRRC19	leucine rich repeat containing 19
7908496	2.69e-01	2.33e-01	-1.208752	-6.286687	-0.104231	CFHR2	complement factor H related 2
8070665	2.69e-01	2.34e-01	-1.207921	-6.287673	-0.291329	LOC102724428///SIK1	serine/threonine-protein kinase SIK1///salt inducible kinase 1
7901662	2.69e-01	2.34e-01	1.207902	-6.287695	0.103711	MROH7-TTC4///TTC4	MROH7-TTC4 readthrough (NMD candidate)///tetratricopeptide repeat domain 4
7984985	2.69e-01	2.34e-01	-1.207608	-6.288043	-0.153061		
8022747	2.70e-01	2.34e-01	1.207338	-6.288363	0.218436	B4GALT6	beta-1,4-galactosyltransferase 6
7984517	2.70e-01	2.34e-01	1.206827	-6.288968	0.185095	GLCE	glucuronic acid epimerase
8004221	2.70e-01	2.34e-01	-1.20678	-6.289024	-0.107771	ALOX12	arachidonate 12-lipoxygenase, 12S type
8122600	2.70e-01	2.34e-01	1.206112	-6.289815	0.207026	STXBP5	syntaxin binding protein 5
8077171	2.70e-01	2.35e-01	1.205907	-6.290058	0.073281	RABL2A///RABL2B	RAB, member of RAS oncogene family-like 2A///RAB, member of RAS oncogene family-like 2B
8126653	2.70e-01	2.35e-01	1.205068	-6.291051	0.112538	MRPL14	mitochondrial ribosomal protein L14
7943690	2.71e-01	2.35e-01	1.204643	-6.291554	0.160089	DDX10	DEAD-box helicase 10
8094574	2.71e-01	2.35e-01	1.204264	-6.292002	0.206762	TBC1D1	TBC1 domain family member 1
8121605	2.71e-01	2.35e-01	-1.203918	-6.29241	-0.124463	FAM26D	family with sequence similarity 26 member D
8060505	2.71e-01	2.36e-01	-1.203257	-6.293191	-0.106161	EBF4	early B-cell factor 4
7944722	2.71e-01	2.36e-01	1.202935	-6.293572	0.240097	UBASH3B	ubiquitin associated and SH3 domain containing B
8071768	2.71e-01	2.36e-01	1.202714	-6.293833	0.17771	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
8058091	2.71e-01	2.36e-01	1.202517	-6.294065	0.181981	SATB2	SATB homeobox 2
8130211	2.71e-01	2.36e-01	-1.202501	-6.294084	-0.196235	SYNE1	spectrin repeat containing nuclear envelope protein 1
8058486	2.71e-01	2.36e-01	1.202311	-6.294309	0.151418	METTL21A	methyltransferase like 21A
8157949	2.72e-01	2.36e-01	-1.202196	-6.294444	-0.082757	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1
7976263	2.72e-01	2.36e-01	-1.202102	-6.294555	-0.235328	SLC24A4	solute carrier family 24 member 4
8077944	2.72e-01	2.36e-01	-1.201846	-6.294857	-0.080962	CAND2	cullin associated and neddylation dissociated 2 (putative)
8054166	2.72e-01	2.36e-01	1.201373	-6.295416	0.099041	TSGA10///TSGA10	testis specific 10///testis specific 10
7920707	2.72e-01	2.37e-01	1.200789	-6.296104	0.088284	FAM189B	family with sequence similarity 189 member B
8100734	2.72e-01	2.37e-01	-1.200508	-6.296435	-0.102759	UGT2B17	UDP glucuronosyltransferase family 2 member B17
8102643	2.72e-01	2.37e-01	-1.200247	-6.296743	-0.290604	CCNA2	cyclin A2
8061668	2.72e-01	2.37e-01	1.200009	-6.297023	0.203858	HCK	HCK proto-oncogene, Src family tyrosine kinase
8109179	2.73e-01	2.37e-01	-1.199373	-6.297773	-0.116962	PPARGC1B	PPARG coactivator 1 beta
8074701	2.73e-01	2.37e-01	-1.198862	-6.298374	-0.149743	SLC7A4	solute carrier family 7 member 4
8068369	2.73e-01	2.38e-01	-1.197904	-6.299501	-0.133059	KCNE2	potassium voltage-gated channel subfamily E regulatory subunit 2
8174496	2.74e-01	2.38e-01	-1.19706	-6.300494	-0.109912	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
7953651	2.74e-01	2.38e-01	1.196992	-6.300574	0.139704	PEX5	peroxisomal biogenesis factor 5
7994715	2.74e-01	2.38e-01	-1.196988	-6.300578	-0.077042	INO80E	INO80 complex subunit E
8039645	2.74e-01	2.38e-01	1.196351	-6.301327	0.161601	ZNF772	zinc finger protein 772
8100298	2.75e-01	2.39e-01	1.19322	-6.305001	0.336465	OCIAD2	OCIA domain containing 2
8061579	2.75e-01	2.40e-01	-1.192725	-6.305582	-0.3365	TPX2	TPX2, microtubule nucleation factor
8005586	2.75e-01	2.40e-01	-1.192521	-6.30582	-0.142858	RNF112	ring finger protein 112
8005603	2.76e-01	2.40e-01	-1.191183	-6.307387	-0.20843	SLC47A1	solute carrier family 47 member 1
8073148	2.76e-01	2.40e-01	-1.190669	-6.307988	-0.085621	ATF4	activating transcription factor 4
7896878	2.76e-01	2.41e-01	1.190238	-6.308492	0.0957	B3GALT6	beta-1,3-galactosyltransferase 6
8029847	2.76e-01	2.41e-01	-1.190131	-6.308618	-0.101009	FKRP	fukutin related protein
8059996	2.77e-01	2.41e-01	-1.18995	-6.308828	-0.210857	PER2	period circadian clock 2
8069880	2.77e-01	2.41e-01	-1.189853	-6.308942	-0.205482	TIAM1	T-cell lymphoma invasion and metastasis 1
7997810	2.77e-01	2.41e-01	-1.18923	-6.30967	-0.095496	CTU2	cytosolic thiouridylase subunit 2
8054329	2.77e-01	2.41e-01	1.188881	-6.310077	0.168915	RNF149	ring finger protein 149
7922391	2.77e-01	2.41e-01	1.188745	-6.310237	0.115055	CENPL	centromere protein L
7967337	2.77e-01	2.41e-01	-1.188566	-6.310446	-0.107209	ABCB9	ATP binding cassette subfamily B member 9
8146278	2.77e-01	2.41e-01	1.188165	-6.310914	0.109626	POMK	protein-O-mannose kinase
7911539	2.78e-01	2.42e-01	1.187315	-6.311906	0.128499	CCNL2	cyclin L2
8152053	2.78e-01	2.42e-01	1.186334	-6.313049	0.139972	ANKRD46	ankyrin repeat domain 46
7992845	2.79e-01	2.43e-01	-1.184832	-6.314799	-0.092962	ZNF205	zinc finger protein 205
8145532	2.79e-01	2.43e-01	-1.184724	-6.314926	-0.159673	EPHX2	epoxide hydrolase 2
8048195	2.79e-01	2.43e-01	1.184489	-6.315199	0.069901	RPL37A	ribosomal protein L37a
8028908	2.79e-01	2.43e-01	-1.184204	-6.31553	-0.273128	ITPKC	inositol-trisphosphate 3-kinase C
7941985	2.80e-01	2.44e-01	1.182397	-6.317632	0.099745	TCIRG1	T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3
7974109	2.80e-01	2.44e-01	1.182249	-6.317804	0.18178	LRFN5	leucine rich repeat and fibronectin type III domain containing 5
7964927	2.80e-01	2.44e-01	-1.182072	-6.31801	-0.565607	TSPAN8	tetraspanin 8
7945377	2.80e-01	2.44e-01	-1.181534	-6.318635	-0.096985	SIGIRR	single Ig and TIR domain containing
7923386	2.80e-01	2.44e-01	1.181088	-6.319152	0.230751	LMOD1	leiomodin 1
8117535	2.81e-01	2.45e-01	1.180246	-6.320129	0.184319	HIST1H2AG	histone cluster 1, H2ag
8156126	2.81e-01	2.45e-01	1.179181	-6.321364	0.170673	RMI1	RecQ mediated genome instability 1
7972601	2.81e-01	2.45e-01	1.178978	-6.321599	0.339549	NALCN	sodium leak channel, non-selective
8164562	2.81e-01	2.45e-01	-1.178746	-6.321868	-0.116315	C9orf50	chromosome 9 open reading frame 50
7925611	2.81e-01	2.45e-01	1.178295	-6.322391	0.174049	TFB2M	transcription factor B2, mitochondrial
8132318	2.82e-01	2.46e-01	-1.17766	-6.323127	-0.500404	ANLN	anillin actin binding protein
7946946	2.82e-01	2.46e-01	1.176615	-6.324336	0.244101	TPH1	tryptophan hydroxylase 1
8073733	2.82e-01	2.46e-01	-1.176539	-6.324423	-0.099523	NUP50	nucleoporin 50
8036136	2.82e-01	2.46e-01	1.176496	-6.324473	0.144195	IGFLR1	IGF like family receptor 1
8126163	2.82e-01	2.46e-01	-1.176231	-6.32478	-0.147975	KCNK17	potassium two pore domain channel subfamily K member 17
8065136	2.82e-01	2.46e-01	-1.176139	-6.324886	-0.155898	RRBP1	ribosome binding protein 1
8093476	2.83e-01	2.46e-01	1.175474	-6.325655	0.129984	UVSSA	UV stimulated scaffold protein A
7991762	2.83e-01	2.47e-01	-1.174264	-6.327052	-0.428005	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
7991766	2.83e-01	2.47e-01	-1.174264	-6.327052	-0.428005	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
7977288	2.83e-01	2.47e-01	1.174054	-6.327295	0.088215	SIVA1	SIVA1 apoptosis inducing factor
8005029	2.83e-01	2.47e-01	1.17378	-6.327612	0.17075	MAP2K4	mitogen-activated protein kinase kinase 4
8160682	2.83e-01	2.47e-01	1.173544	-6.327884	0.121538	NOL6	nucleolar protein 6
7937476	2.83e-01	2.47e-01	1.173375	-6.328079	0.060205	RPLP2	ribosomal protein lateral stalk subunit P2
8157283	2.84e-01	2.47e-01	1.172971	-6.328544	0.145373	PRPF4	pre-mRNA processing factor 4
7970162	2.84e-01	2.48e-01	1.172636	-6.328931	0.18203	ATP11A	ATPase phospholipid transporting 11A
8088339	2.84e-01	2.48e-01	1.172504	-6.329084	0.182204	ARF4	ADP ribosylation factor 4
8005399	2.84e-01	2.48e-01	1.171389	-6.330368	0.118095	ALKBH5	alkB homolog 5, RNA demethylase
7950983	2.85e-01	2.49e-01	1.16998	-6.33199	0.238748	CHORDC1	cysteine and histidine rich domain containing 1
8090395	2.85e-01	2.49e-01	1.169975	-6.331996	0.105003	TXNRD3NB///TXNRD3	thioredoxin reductase 3 neighbor///thioredoxin reductase 3
7980338	2.85e-01	2.49e-01	1.168937	-6.33319	0.103685	IRF2BPL	interferon regulatory factor 2 binding protein like
