ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8114938	3.79e-13	9.92e-16	12.448775	25.693997	2.372365	JAKMIP2	janus kinase and microtubule interacting protein 2
8017210	4.59e-13	1.23e-15	12.369833	25.485695	2.55785	LOC653653///AP1S2	adaptor related protein complex 1 sigma 2 subunit pseudogene///adaptor related protein complex 1 sigma 2 subunit
8154100	4.66e-13	1.27e-15	12.356855	25.451373	2.233475	VLDLR	very low density lipoprotein receptor
7957126	5.02e-13	1.40e-15	12.321496	25.357742	2.292438	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4
7933772	6.90e-13	1.96e-15	12.196106	25.024367	2.420361	ANK3	ankyrin 3, node of Ranvier (ankyrin G)
8138888	6.90e-13	2.00e-15	12.189125	25.005745	1.578429	PDE1C	phosphodiesterase 1C
7898957	7.03e-13	2.08e-15	12.175369	24.96903	1.465725	RCAN3	RCAN family member 3
8135544	7.85e-13	2.37e-15	-12.127558	24.841229	-1.266799	FOXP2	forkhead box P2
8096160	8.09e-13	2.48e-15	12.10974	24.793522	1.626584	ARHGAP24	Rho GTPase activating protein 24
8052091	8.28e-13	2.61e-15	12.090918	24.743082	2.52481	NRXN1	neurexin 1
7938231	8.28e-13	2.64e-15	12.087963	24.735157	1.614351	PPFIBP2	PPFIA binding protein 2
8018761	9.17e-13	2.97e-15	12.043879	24.616813	2.514418	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
8094301	1.32e-12	4.35e-15	11.905579	24.243851	2.435439	SLIT2	slit guidance ligand 2
7987511	1.36e-12	4.57e-15	11.887452	24.194778	1.309751	C15orf52	chromosome 15 open reading frame 52
8135601	1.59e-12	5.41e-15	11.826001	24.028084	2.235447	MET	MET proto-oncogene, receptor tyrosine kinase
8119124	1.63e-12	5.67e-15	-11.80932	23.982747	-2.497827	PI16	peptidase inhibitor 16
7952341	1.65e-12	5.81e-15	-11.800546	23.958885	-1.888527	CLMP	CXADR like membrane protein
8165866	1.68e-12	6.03e-15	11.78719	23.92254	2.076211	STS	steroid sulfatase (microsomal), isozyme S
8175933	1.92e-12	7.02e-15	11.732205	23.772667	1.206292	RENBP	renin binding protein
7997128	1.92e-12	7.10e-15	11.727912	23.76095	1.960881	IL34	interleukin 34
8068583	2.03e-12	7.63e-15	-11.701982	23.690115	-1.368659	KCNJ15	potassium voltage-gated channel subfamily J member 15
7914282	2.07e-12	7.89e-15	11.690085	23.657584	1.623485	SDC3	syndecan 3
8169389	2.10e-12	8.13e-15	-11.679164	23.627705	-2.156465	PAK3	p21 (RAC1) activated kinase 3
7942123	2.18e-12	8.54e-15	11.66171	23.57992	1.634566	CCND1	cyclin D1
8047788	2.97e-12	1.18e-14	11.54536	23.260329	3.250897	ADAM23	ADAM metallopeptidase domain 23
8166906	3.09e-12	1.25e-14	11.526095	23.207237	3.583563	GPR34	G protein-coupled receptor 34
7901175	3.15e-12	1.29e-14	-11.514268	23.174615	-1.006821	TSPAN1	tetraspanin 1
8039054	3.15e-12	1.31e-14	11.509003	23.16009	2.2414	ZNF347	zinc finger protein 347
7936494	3.44e-12	1.45e-14	11.473106	23.06094	2.166393	GFRA1	GDNF family receptor alpha 1
8159945	3.44e-12	1.47e-14	11.467691	23.045968	1.161903	AK3	adenylate kinase 3
7936249	3.61e-12	1.57e-14	11.443664	22.97949	2.406288	SORCS1	sortilin related VPS10 domain containing receptor 1
8103508	3.61e-12	1.58e-14	11.442121	22.97522	1.922975	MARCH1	membrane associated ring-CH-type finger 1
8123407	4.17e-12	1.87e-14	-11.382777	22.810678	-1.54284	AFDN	afadin, adherens junction formation factor
8105487	4.17e-12	1.87e-14	-11.38153	22.807216	-1.270516	RAB3C	RAB3C, member RAS oncogene family
7921868	4.64e-12	2.11e-14	11.339071	22.689191	3.07587	FCGR3A	Fc fragment of IgG receptor IIIa
8123651	5.01e-12	2.31e-14	11.307243	22.600558	1.691209	TUBB2B	tubulin beta 2B class IIb
8142270	5.02e-12	2.34e-14	11.302587	22.587578	2.457404	NRCAM	neuronal cell adhesion molecule
8018975	5.16e-12	2.43e-14	11.288582	22.548525	1.704755	LGALS3BP	galectin 3 binding protein
8131614	5.39e-12	2.57e-14	11.269208	22.494459	1.855129	AHR	aryl hydrocarbon receptor
7946988	5.85e-12	2.83e-14	11.235854	22.401257	1.678939	HPS5	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2
7952205	6.46e-12	3.16e-14	11.19712	22.292833	1.916225	MCAM	melanoma cell adhesion molecule
8020110	6.93e-12	3.43e-14	11.168258	22.211909	1.576651	RAB31	RAB31, member RAS oncogene family
8010092	7.14e-12	3.58e-14	11.153207	22.169664	1.173581	MFSD11	major facilitator superfamily domain containing 11
8095021	7.14e-12	3.61e-14	11.149778	22.160036	1.789615	SPATA18	spermatogenesis associated 18
8163086	7.36e-12	3.76e-14	11.135359	22.11953	1.331142	TMEM245	transmembrane protein 245
8106962	7.36e-12	3.87e-14	11.12564	22.092212	1.622431	ARSK	arylsulfatase family member K
7923516	7.36e-12	3.88e-14	11.124661	22.089458	1.170689	CYB5R1///CYB5R1	cytochrome b5 reductase 1///cytochrome b5 reductase 1
8079966	7.36e-12	3.89e-14	11.123423	22.085977	2.376438	SEMA3B	semaphorin 3B
7912537	9.86e-12	5.27e-14	11.017641	21.78778	1.38574	DHRS3	dehydrogenase/reductase 3
7955107	9.95e-12	5.37e-14	11.01086	21.768612	1.573355	CCDC184	coiled-coil domain containing 184
8075709	1.06e-11	5.79e-14	-10.985004	21.69547	-1.313206	APOL4	apolipoprotein L4
8141459	1.16e-11	6.42e-14	10.948777	21.592838	1.345096	GAL3ST4	galactose-3-O-sulfotransferase 4
7983157	1.18e-11	6.60e-14	10.939304	21.565973	1.146502	TMEM62	transmembrane protein 62
8091530	1.22e-11	6.89e-14	10.924355	21.523549	2.6261	P2RY12	purinergic receptor P2Y12
8059783	1.23e-11	7.00e-14	-10.919057	21.50851	-0.778591	NGEF	neuronal guanine nucleotide exchange factor
8081219	1.27e-11	7.30e-14	10.904578	21.467383	1.847776	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
8151532	1.28e-11	7.45e-14	-10.897432	21.447073	-4.046474	FABP4	fatty acid binding protein 4
8128669	1.28e-11	7.52e-14	10.893861	21.436923	1.231134	OSTM1	osteopetrosis associated transmembrane protein 1
8034565	1.29e-11	7.64e-14	10.888472	21.421601	1.545957	DNASE2	deoxyribonuclease 2, lysosomal
7918426	1.34e-11	8.01e-14	10.872072	21.374947	1.989846	SLC16A4	solute carrier family 16 member 4
8122045	1.39e-11	8.36e-14	10.857248	21.332745	1.94708	AKAP7	A-kinase anchoring protein 7
8148448	1.47e-11	8.91e-14	10.835174	21.269848	1.370341	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3
7990345	1.49e-11	9.15e-14	10.826174	21.244187	1.982579	SEMA7A	semaphorin 7A (John Milton Hagen blood group)
8114415	1.50e-11	9.27e-14	10.821667	21.231331	3.573492	GFRA3	GDNF family receptor alpha 3
8163116	1.58e-11	9.91e-14	10.798564	21.16539	2.354663	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
8073775	1.64e-11	1.03e-13	-10.784486	21.125174	-2.183467	FBLN1	fibulin 1
8126853	1.86e-11	1.18e-13	10.737757	20.99149	1.874286	PTCHD4	patched domain containing 4
8155707	1.88e-11	1.21e-13	-10.72965	20.968266	-1.820094	TJP2	tight junction protein 2
8010915	1.89e-11	1.23e-13	-10.724964	20.954839	-0.705316	FAM101B	family with sequence similarity 101 member B
8118734	1.94e-11	1.27e-13	10.713761	20.922726	1.98091	ITPR3	inositol 1,4,5-trisphosphate receptor type 3
8087485	1.95e-11	1.29e-13	10.708923	20.908854	1.303031	UBA7	ubiquitin like modifier activating enzyme 7
8100870	1.96e-11	1.30e-13	-10.704133	20.895115	-1.467015	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3
8125818	2.09e-11	1.40e-13	10.678512	20.821576	1.089778	C6orf1	chromosome 6 open reading frame 1
8043909	2.11e-11	1.43e-13	-10.673526	20.807257	-0.935009	NPAS2	neuronal PAS domain protein 2
8073088	2.28e-11	1.56e-13	10.643271	20.720284	1.653378	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
7960874	2.31e-11	1.59e-13	10.636259	20.70011	2.210189	C3AR1	complement component 3a receptor 1
8129497	2.32e-11	1.61e-13	10.632225	20.688499	1.74082	EPB41L2	erythrocyte membrane protein band 4.1 like 2
8126279	2.47e-11	1.73e-13	10.607806	20.618176	2.436705	TREM2	triggering receptor expressed on myeloid cells 2
7932132	2.58e-11	1.82e-13	10.589622	20.565757	1.35276	FRMD4A	FERM domain containing 4A
7970924	2.64e-11	1.87e-13	10.579769	20.537336	1.685722	STARD13	StAR related lipid transfer domain containing 13
8172110	2.75e-11	1.97e-13	10.562622	20.487842	0.881729	CXorf38	chromosome X open reading frame 38
8143790	2.81e-11	2.03e-13	10.552378	20.458257	1.383072	TMEM176B	transmembrane protein 176B
8095697	2.93e-11	2.14e-13	-10.534486	20.406545	-1.449703	CXCL1	C-X-C motif chemokine ligand 1
8097252	2.93e-11	2.16e-13	10.531637	20.398309	1.402457	BBS12	Bardet-Biedl syndrome 12
8116384	2.93e-11	2.18e-13	10.528599	20.389522	1.390677	RASGEF1C	RasGEF domain family member 1C
7968035	2.93e-11	2.18e-13	10.527766	20.387114	1.832509	SPATA13	spermatogenesis associated 13
7923043	2.93e-11	2.20e-13	-10.524846	20.378668	-1.063789	KCNT2	potassium sodium-activated channel subfamily T member 2
7985934	3.40e-11	2.57e-13	10.472216	20.226242	1.412385	SEMA4B	semaphorin 4B
8098611	3.43e-11	2.62e-13	10.465892	20.207904	1.703993	TLR3	toll like receptor 3
7907893	3.53e-11	2.71e-13	10.454027	20.173478	1.410448	MR1	major histocompatibility complex, class I-related
8059244	3.82e-11	2.95e-13	10.424797	20.088595	1.410726	CHPF	chondroitin polymerizing factor
8091600	4.07e-11	3.17e-13	10.400202	20.017081	1.611396	PLCH1	phospholipase C eta 1
8137264	4.09e-11	3.21e-13	10.396368	20.005925	2.344188	TMEM176A	transmembrane protein 176A
8062108	4.14e-11	3.28e-13	-10.389613	19.986265	-0.958615	PROCR	protein C receptor
8121319	4.23e-11	3.37e-13	-10.379917	19.958038	-1.132087	SOBP	sine oculis binding protein homolog
7943892	4.26e-11	3.41e-13	10.375442	19.945004	2.320872	NCAM1	neural cell adhesion molecule 1
8147837	4.66e-11	3.76e-13	-10.342626	19.849354	-1.356372	ZFPM2	zinc finger protein, FOG family member 2
7984588	5.41e-11	4.40e-13	-10.289891	19.69534	-1.428825	THSD4	thrombospondin type 1 domain containing 4
8073056	5.45e-11	4.46e-13	-10.285212	19.681658	-1.46843	APOBEC3A_B///APOBEC3A	APOBEC3A and APOBEC3B deletion hybrid///apolipoprotein B mRNA editing enzyme catalytic subunit 3A
8065089	5.50e-11	4.53e-13	10.27982	19.665887	1.478667	KIF16B	kinesin family member 16B
8156688	5.55e-11	4.61e-13	10.274217	19.649494	1.497859	TDRD7	tudor domain containing 7
8143127	5.66e-11	4.73e-13	-10.265458	19.623859	-1.419084	FAM180A	family with sequence similarity 180 member A
8050190	5.66e-11	4.76e-13	10.263038	19.616773	1.366017	ADAM17	ADAM metallopeptidase domain 17
7976012	5.66e-11	4.79e-13	10.260879	19.610453	2.188846	NRXN3	neurexin 3
7938880	5.73e-11	4.89e-13	10.254128	19.590684	1.360699	HTATIP2	HIV-1 Tat interactive protein 2
7909441	5.88e-11	5.10e-13	-10.240209	19.549905	-2.875304	G0S2	G0/G1 switch 2
7948493	5.88e-11	5.12e-13	10.238834	19.545877	2.200481	SLC15A3	solute carrier family 15 member 3
8125545	5.88e-11	5.12e-13	10.238318	19.544364	2.007327	HLA-DOA	major histocompatibility complex, class II, DO alpha
8001337	5.88e-11	5.16e-13	-10.235758	19.536861	-0.923538	ZNF423	zinc finger protein 423
8169836	5.88e-11	5.18e-13	-10.23448	19.533114	-1.188701	XPNPEP2	X-prolyl aminopeptidase 2
8140971	6.22e-11	5.52e-13	10.213307	19.47102	1.765276	SAMD9L	sterile alpha motif domain containing 9 like
8006906	6.52e-11	5.82e-13	10.195518	19.418803	1.381404	ERBB2	erb-b2 receptor tyrosine kinase 2
8036151	6.68e-11	6.02e-13	-10.183903	19.384685	-1.135066	HSPB6	heat shock protein family B (small) member 6
7989785	6.68e-11	6.06e-13	-10.182028	19.379176	-0.888356	IGDCC4	immunoglobulin superfamily DCC subclass member 4
7900609	6.68e-11	6.08e-13	10.180746	19.375409	0.781535	ERMAP	erythroblast membrane associated protein (Scianna blood group)
7935746	6.72e-11	6.15e-13	10.177054	19.364559	1.046147	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2
7976567	7.29e-11	6.71e-13	-10.147597	19.27793	-0.896299	BDKRB1	bradykinin receptor B1
7983734	7.66e-11	7.10e-13	10.128715	19.222338	2.504124	TMOD2	tropomodulin 2
7975482	7.93e-11	7.40e-13	-10.115026	19.182006	-1.100771	RGS6	regulator of G-protein signaling 6
8076497	8.29e-11	7.78e-13	-10.098268	19.1326	-1.045132	A4GALT	alpha 1,4-galactosyltransferase
8091698	8.34e-11	7.87e-13	-10.094171	19.120514	-1.133219	SHOX2	short stature homeobox 2
8098006	8.65e-11	8.21e-13	10.079977	19.07863	1.797297	GLRB	glycine receptor beta
8097813	8.94e-11	8.54e-13	10.066803	19.03973	1.369925	ARFIP1	ADP ribosylation factor interacting protein 1
8175393	9.00e-11	8.65e-13	10.062548	19.027163	1.919115	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6
7901993	9.32e-11	9.00e-13	-10.049201	18.987723	-1.634579	CACHD1	cache domain containing 1
8162729	9.36e-11	9.13e-13	10.044692	18.974394	1.177109	TRIM14	tripartite motif containing 14
7953200	9.36e-11	9.15e-13	10.043692	18.971438	1.761405	CCND2	cyclin D2
7908388	9.85e-11	9.69e-13	10.024583	18.914917	3.512923	RGS1	regulator of G-protein signaling 1
7956989	9.91e-11	9.81e-13	10.020669	18.903334	1.296029	MDM2	MDM2 proto-oncogene
7939052	9.95e-11	9.90e-13	-10.017565	18.894145	-2.042532	FIBIN	fin bud initiation factor homolog (zebrafish)
7938035	9.95e-11	9.96e-13	10.015566	18.888228	1.542684	TRIM22	tripartite motif containing 22
8157761	1.01e-10	1.02e-12	10.007184	18.863412	1.578494	NEK6	NIMA related kinase 6
8059249	1.02e-10	1.03e-12	10.004786	18.856309	1.231396	OBSL1	obscurin like 1
7914127	1.03e-10	1.06e-12	9.995836	18.829797	1.787168	IFI6	interferon alpha inducible protein 6
8037363	1.03e-10	1.06e-12	9.995562	18.828987	1.95941	CADM4	cell adhesion molecule 4
8156826	1.04e-10	1.07e-12	9.990102	18.812806	1.292902	TGFBR1	transforming growth factor beta receptor 1
8075483	1.09e-10	1.13e-12	9.972664	18.761107	1.471197	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
7934789	1.14e-10	1.19e-12	-9.956901	18.71434	-0.83759	GRID1	glutamate ionotropic receptor delta type subunit 1
8080144	1.18e-10	1.24e-12	9.942997	18.673061	0.936429	PARP3	poly(ADP-ribose) polymerase family member 3
8163063	1.22e-10	1.28e-12	9.931467	18.638812	1.929651	CTNNAL1	catenin alpha like 1
7945110	1.22e-10	1.29e-12	9.930005	18.634469	1.499229	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
7961503	1.24e-10	1.32e-12	9.921757	18.609955	3.814344	SMCO3	single-pass membrane protein with coiled-coil domains 3
8137715	1.24e-10	1.32e-12	9.920576	18.606443	1.095489	MICALL2	MICAL like 2
8166195	1.26e-10	1.36e-12	9.912609	18.582757	1.29834	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2
8097098	1.30e-10	1.40e-12	9.901325	18.549193	2.177652	USP53	ubiquitin specific peptidase 53
8084165	1.39e-10	1.51e-12	9.876271	18.474611	2.83679	SOX2	SRY-box 2
8020779	1.39e-10	1.52e-12	-9.874818	18.470285	-2.003237	DSG2	desmoglein 2
8048940	1.39e-10	1.53e-12	9.872398	18.463075	1.192098	SP100	SP100 nuclear antigen
8101701	1.39e-10	1.53e-12	9.872366	18.462979	1.804777	PPM1K///PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K///protein phosphatase, Mg2+/Mn2+ dependent 1K
7965166	1.39e-10	1.55e-12	-9.869259	18.453725	-1.115473	PPFIA2	PTPRF interacting protein alpha 2
8136388	1.39e-10	1.55e-12	9.868576	18.451689	1.244047	TMEM140	transmembrane protein 140
8090018	1.41e-10	1.58e-12	9.861802	18.431504	1.49081	PARP9	poly(ADP-ribose) polymerase family member 9
8146475	1.43e-10	1.61e-12	9.855122	18.411591	1.920838	XKR4	XK related 4
7958019	1.55e-10	1.75e-12	9.828075	18.33091	1.346616	DRAM1	DNA damage regulated autophagy modulator 1
8132860	1.55e-10	1.76e-12	-9.826357	18.325783	-2.066212	EGFR	epidermal growth factor receptor
8165416	1.56e-10	1.78e-12	-9.822045	18.312911	-0.953429	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2
8127563	1.57e-10	1.81e-12	9.817856	18.300405	2.218232	COL12A1	collagen type XII alpha 1 chain
8040113	1.58e-10	1.83e-12	9.814107	18.289208	1.349864	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
8017850	1.61e-10	1.87e-12	9.806238	18.265704	1.494493	WIPI1	WD repeat domain, phosphoinositide interacting 1
7917912	1.83e-10	2.14e-12	9.762121	18.133777	1.177682	DPYD	dihydropyrimidine dehydrogenase
7910427	1.86e-10	2.18e-12	9.755429	18.113745	1.029906	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
8079753	1.87e-10	2.20e-12	9.751986	18.103436	1.365159	DAG1	dystroglycan 1
8103563	1.93e-10	2.28e-12	9.740745	18.069766	1.656597	DDX60	DEXD/H-box helicase 60
7954293	1.94e-10	2.31e-12	-9.736803	18.057954	-1.498039	PDE3A	phosphodiesterase 3A
8037186	1.94e-10	2.32e-12	-9.735041	18.052674	-1.022719	LIPE	lipase E, hormone sensitive type
8096744	1.96e-10	2.36e-12	9.729939	18.037383	1.480664	CYP2U1	cytochrome P450 family 2 subfamily U member 1
8131666	2.00e-10	2.41e-12	9.722584	18.015334	2.375093	ITGB8	integrin subunit beta 8
7989670	2.04e-10	2.47e-12	-9.714685	17.991645	-0.856585	RBPMS2	RNA binding protein with multiple splicing 2
8053231	2.05e-10	2.49e-12	9.711452	17.981948	1.348755	LOXL3	lysyl oxidase like 3
7979963	2.05e-10	2.50e-12	-9.710002	17.977597	-0.978043	DPF3	double PHD fingers 3
7971590	2.07e-10	2.54e-12	9.705435	17.963897	2.62243	CAB39L	calcium binding protein 39 like
7981142	2.09e-10	2.58e-12	9.700626	17.949466	1.447308	CLMN	calmin
8122396	2.11e-10	2.61e-12	9.696196	17.936168	0.805058	AIG1	androgen induced 1
8036473	2.15e-10	2.68e-12	9.688165	17.91206	1.797485	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A
7971350	2.20e-10	2.75e-12	9.679269	17.885341	1.203689	TSC22D1	TSC22 domain family member 1
8100977	2.24e-10	2.82e-12	-9.671097	17.860791	-0.874227	CXCL5	C-X-C motif chemokine ligand 5
8096335	2.25e-10	2.84e-12	9.668595	17.853272	1.993478	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
8088979	2.26e-10	2.86e-12	9.665991	17.845446	2.046872	VGLL3	vestigial like family member 3
8017212	2.31e-10	2.94e-12	9.656817	17.817866	1.273285	USP32	ubiquitin specific peptidase 32
7930341	2.43e-10	3.11e-12	9.638346	17.762306	1.930731	SORCS3	sortilin related VPS10 domain containing receptor 3
7949904	2.50e-10	3.21e-12	9.628433	17.732472	1.253481	UNC93B1	unc-93 homolog B1 (C. elegans)
8082075	2.56e-10	3.31e-12	9.61826	17.701841	1.468029	DTX3L	deltex E3 ubiquitin ligase 3L
7938301	2.57e-10	3.34e-12	9.615649	17.693976	1.087183	AKIP1	A-kinase interacting protein 1
7969129	2.58e-10	3.36e-12	9.612902	17.685703	1.46348	PHF11	PHD finger protein 11
8166730	2.59e-10	3.39e-12	9.610021	17.677023	2.001731	CYBB	cytochrome b-245 beta chain
8161919	2.67e-10	3.51e-12	9.598945	17.643646	1.655143	TLE1	transducin like enhancer of split 1
8046906	2.73e-10	3.60e-12	9.590507	17.618209	2.123756	GULP1	GULP, engulfment adaptor PTB domain containing 1
8171561	2.77e-10	3.67e-12	-9.58404	17.598708	-0.619089	SCML2	sex comb on midleg-like 2 (Drosophila)
8139680	2.79e-10	3.71e-12	9.580557	17.588203	1.747648	COBL	cordon-bleu WH2 repeat protein
8023646	2.86e-10	3.82e-12	9.570803	17.558774	1.45047	BCL2	BCL2, apoptosis regulator
8081375	2.86e-10	3.84e-12	9.56965	17.555295	1.268935	NXPE3	neurexophilin and PC-esterase domain family member 3
8166157	2.92e-10	3.95e-12	-9.560279	17.527008	-0.773884	BMX	BMX non-receptor tyrosine kinase
8027719	2.92e-10	3.96e-12	9.559814	17.525605	1.183082	SCN1B	sodium voltage-gated channel beta subunit 1
8066925	3.22e-10	4.38e-12	-9.526356	17.424521	-1.991197	PTGIS	prostaglandin I2 (prostacyclin) synthase
8162586	3.28e-10	4.48e-12	9.51941	17.403517	1.554993	SLC35D2	solute carrier family 35 member D2
7974902	3.73e-10	5.12e-12	9.475712	17.271246	2.260643	RHOJ	ras homolog family member J
8171297	3.75e-10	5.16e-12	9.472673	17.26204	1.916379	MID1	midline 1
8084219	3.84e-10	5.30e-12	9.463882	17.235397	1.429483	KLHL24	kelch like family member 24
7909446	3.93e-10	5.45e-12	-9.455245	17.209212	-0.976929	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1
7985493	4.09e-10	5.70e-12	9.44072	17.165156	1.806428	TM6SF1	transmembrane 6 superfamily member 1
7958216	4.21e-10	5.89e-12	9.429923	17.132388	1.591235	KIAA1033	KIAA1033
8014241	4.28e-10	6.02e-12	9.422787	17.110725	1.599632	SLFN12	schlafen family member 12
8152297	4.31e-10	6.08e-12	-9.419391	17.100414	-1.800788	ANGPT1	angiopoietin 1
7988563	4.34e-10	6.15e-12	9.415678	17.089137	1.78516	SHC4	SHC adaptor protein 4
8165011	4.38e-10	6.23e-12	-9.41155	17.076598	-1.535382	FCN1	ficolin 1
8027431	4.43e-10	6.32e-12	9.406934	17.062575	1.938182	ZNF536	zinc finger protein 536
8160889	4.56e-10	6.53e-12	-9.396217	17.030005	-1.133688	CCL21	C-C motif chemokine ligand 21
8084232	4.61e-10	6.63e-12	9.391222	17.01482	1.186964	YEATS2	YEATS domain containing 2
8022674	4.66e-10	6.73e-12	9.386588	17.000732	2.170572	CDH2	cadherin 2
8151310	4.67e-10	6.77e-12	-9.384271	16.993686	-1.163712	EYA1	EYA transcriptional coactivator and phosphatase 1
8096301	4.76e-10	6.92e-12	9.377231	16.972274	2.898619	SPP1	secreted phosphoprotein 1
8129392	4.87e-10	7.12e-12	9.368269	16.945005	1.938739	SOGA3///KIAA0408	SOGA family member 3///KIAA0408
8046380	4.92e-10	7.22e-12	9.363488	16.930455	1.399499	ITGA6	integrin subunit alpha 6
7963760	4.97e-10	7.32e-12	-9.358876	16.916415	-1.194073	NFE2	nuclear factor, erythroid 2
7934936	4.97e-10	7.36e-12	9.357114	16.911051	2.800025	SLC16A12	solute carrier family 16 member 12
8038367	4.97e-10	7.37e-12	-9.356884	16.910353	-0.813185	SLC17A7	solute carrier family 17 member 7
8085797	5.08e-10	7.57e-12	-9.348166	16.883804	-1.129832	THRB	thyroid hormone receptor beta
7982723	5.13e-10	7.67e-12	9.344125	16.871498	1.018504	IVD	isovaleryl-CoA dehydrogenase
8060988	5.13e-10	7.71e-12	9.342324	16.86601	1.307908	BTBD3	BTB domain containing 3
8095986	5.21e-10	7.86e-12	9.336076	16.846976	2.189692	ANXA3	annexin A3
8003814	5.34e-10	8.08e-12	9.327222	16.819991	2.245562	ASPA	aspartoacylase
7919971	5.51e-10	8.39e-12	9.314829	16.782207	1.242341	RFX5	regulatory factor X5
8147156	5.51e-10	8.40e-12	9.314355	16.78076	1.629581	WWP1	WW domain containing E3 ubiquitin protein ligase 1
8146579	5.51e-10	8.42e-12	9.313589	16.778423	1.42894	CHD7	chromodomain helicase DNA binding protein 7
7988426	5.73e-10	8.80e-12	9.299505	16.735457	1.393398	SLC30A4	solute carrier family 30 member 4
7979984	5.73e-10	8.83e-12	9.298224	16.731547	0.925688	ZFYVE1	zinc finger FYVE-type containing 1
8078650	5.86e-10	9.06e-12	9.289804	16.705846	1.231587	CTDSPL	CTD small phosphatase like
8046895	5.88e-10	9.12e-12	-9.287788	16.699693	-2.035709	FAM171B	family with sequence similarity 171 member B
8042310	5.89e-10	9.19e-12	9.285163	16.69168	0.991054	SLC1A4	solute carrier family 1 member 4
8111993	5.89e-10	9.20e-12	-9.284842	16.6907	-1.403902	FGF10	fibroblast growth factor 10
8094778	6.23e-10	9.78e-12	9.26511	16.630424	2.079274	UCHL1	ubiquitin C-terminal hydrolase L1
7937749	6.50e-10	1.02e-11	-9.250519	16.585824	-0.940869	TNNT3	troponin T3, fast skeletal type
8130394	6.82e-10	1.08e-11	-9.233719	16.53444	-0.895735	RGS17	regulator of G-protein signaling 17
8049487	6.85e-10	1.09e-11	-9.230961	16.526001	-1.160983	MLPH	melanophilin
8119926	6.98e-10	1.11e-11	9.223875	16.504313	1.018904	TMEM63B	transmembrane protein 63B
8013243	7.12e-10	1.14e-11	9.216142	16.48064	0.920525	SHMT1	serine hydroxymethyltransferase 1
8055702	7.18e-10	1.15e-11	9.212321	16.468939	1.533416	NMI	N-myc and STAT interactor
7971015	7.46e-10	1.20e-11	-9.197924	16.424841	-1.247533	SMAD9	SMAD family member 9
7919305	7.46e-10	1.20e-11	9.19784	16.424582	1.27421	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
7965812	7.66e-10	1.24e-11	9.187838	16.393931	1.218659	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
7999412	7.66e-10	1.25e-11	9.186878	16.390989	1.606768	TVP23A	trans-golgi network vesicle protein 23 homolog A
7960919	8.18e-10	1.34e-11	-9.163709	16.319933	-3.308317	MFAP5	microfibrillar associated protein 5
8076195	8.18e-10	1.34e-11	9.163416	16.319035	1.47935	PDGFB	platelet derived growth factor subunit B
8123246	8.36e-10	1.37e-11	-9.155521	16.294807	-2.476856	SLC22A3	solute carrier family 22 member 3
8116734	8.42e-10	1.39e-11	9.151084	16.281188	2.371756	LY86	lymphocyte antigen 86
8095080	8.42e-10	1.39e-11	-9.15085	16.280469	-2.25142	PDGFRA	platelet derived growth factor receptor alpha
7989224	8.49e-10	1.41e-11	9.146502	16.267122	1.318908	ADAM10	ADAM metallopeptidase domain 10
8146159	8.49e-10	1.41e-11	9.146063	16.265773	1.538309	AP3M2	adaptor related protein complex 3 mu 2 subunit
8025672	8.58e-10	1.43e-11	9.141534	16.251867	1.383997	SLC44A2	solute carrier family 44 member 2
8045889	8.64e-10	1.45e-11	9.138108	16.241344	1.499151	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
7930181	8.68e-10	1.46e-11	9.135672	16.233862	1.256563	BORCS7-ASMT///AS3MT	BORCS7-ASMT readthrough (NMD candidate)///arsenite methyltransferase
7973101	8.70e-10	1.47e-11	9.133776	16.22804	2.430409	RNASE6	ribonuclease A family member k6
8061013	8.92e-10	1.51e-11	-9.124414	16.199276	-0.564138	ISM1	isthmin 1, angiogenesis inhibitor
