geo_id,gene_symbol,logFC,p_value,adj_p_value,t_stat,regulation
GSE39645,STXBP5L,-1.002274,4.5E-06,2.35E-05,-5.25917,Down
GSE39645,SLC35A5,0.998551,4.51E-06,2.35E-05,5.258669,Up
GSE39645,NRDE2,0.486098,4.51E-06,2.36E-05,5.258465,Up
GSE39645,TRIM68,0.500605,4.51E-06,2.36E-05,5.258284,Up
GSE39645,BIN3,0.977093,4.51E-06,2.36E-05,5.258121,Up
GSE39645,GPR89A///GPR89B,0.877636,4.52E-06,2.36E-05,5.257849,Up
GSE39645,ABCA4,-0.577954,4.53E-06,2.36E-05,-5.257146,Down
GSE39645,SLC30A3,-0.550415,4.53E-06,2.36E-05,-5.257016,Down
GSE39645,DCTN2,0.868146,4.54E-06,2.36E-05,5.256723,Up
GSE39645,NDST3,-0.364951,4.54E-06,2.37E-05,-5.256232,Down
GSE39645,PAFAH1B1,0.856633,4.55E-06,2.37E-05,5.255625,Up
GSE39645,FAM19A4,-0.733185,4.55E-06,2.37E-05,-5.255532,Down
GSE39645,S100A3,-1.083399,4.56E-06,2.38E-05,-5.254982,Down
GSE39645,TOR4A,-0.444323,4.58E-06,2.38E-05,-5.25379,Down
GSE39645,TFCP2,0.768557,4.58E-06,2.38E-05,5.253583,Up
GSE39645,RMDN3,0.360928,4.59E-06,2.39E-05,5.252978,Up
GSE39645,SPPL2A,0.594786,4.6E-06,2.39E-05,5.252484,Up
GSE39645,C6orf89,0.62117,4.61E-06,2.39E-05,5.252032,Up
GSE39645,CEP162,0.655277,4.62E-06,2.4E-05,5.251342,Up
GSE39645,GSTM4,0.743857,4.62E-06,2.4E-05,5.251238,Up
GSE39645,FCGR2A,1.548975,4.62E-06,2.4E-05,5.251196,Up
GSE39645,SFTPB,-0.514526,4.62E-06,2.4E-05,-5.251147,Down
GSE39645,AGRN,0.641392,4.63E-06,2.41E-05,5.250166,Up
GSE39645,LGR6,-0.466359,4.64E-06,2.41E-05,-5.249952,Down
GSE39645,PAX6,-0.760241,4.64E-06,2.41E-05,-5.249819,Down
GSE39645,DDX41,0.654393,4.65E-06,2.41E-05,5.249193,Up
GSE39645,PLCXD1,-0.416174,4.65E-06,2.41E-05,-5.249125,Down
GSE39645,PALM3,-0.629013,4.66E-06,2.42E-05,-5.24837,Down
GSE39645,ZNF181,0.744253,4.66E-06,2.42E-05,5.248363,Up
GSE39645,LGI3,-0.67192,4.66E-06,2.42E-05,-5.248275,Down
GSE39645,RNF5P1///RNF5,0.552265,4.67E-06,2.42E-05,5.248026,Up
GSE39645,LHX8,-0.488451,4.67E-06,2.42E-05,-5.247763,Down
GSE39645,CENPM,-0.65185,4.68E-06,2.42E-05,-5.247111,Down
GSE39645,CCL11///CCL11,-0.658969,4.71E-06,2.44E-05,-5.245346,Down
GSE39645,MARCH2,0.602421,4.72E-06,2.44E-05,5.244783,Up
GSE39645,MAGEA10-MAGEA5///MAGEA5,-0.643741,4.72E-06,2.44E-05,-5.244627,Down
GSE39645,LPXN,0.747233,4.73E-06,2.44E-05,5.244104,Up
GSE39645,BTNL9,-0.465688,4.73E-06,2.45E-05,-5.243893,Down
GSE39645,GPR108,0.712064,4.75E-06,2.45E-05,5.242671,Up
GSE39645,CRACR2B,-0.505508,4.76E-06,2.46E-05,-5.241831,Down
GSE39645,PLD5,-0.495429,4.77E-06,2.46E-05,-5.241569,Down
GSE39645,BLOC1S6,0.693322,4.78E-06,2.47E-05,5.240703,Up
GSE39645,CIB1,0.762666,4.79E-06,2.47E-05,5.240074,Up
GSE39645,ANXA5,0.718966,4.82E-06,2.49E-05,5.238435,Up
GSE39645,DSP,-1.204673,4.83E-06,2.49E-05,-5.237821,Down
GSE39645,PAPD4,0.742737,4.83E-06,2.49E-05,5.237331,Up
GSE39645,ATP2C2,-0.478399,4.84E-06,2.5E-05,-5.236826,Down
GSE39645,KANSL1L,0.762983,4.84E-06,2.5E-05,5.236729,Up
GSE39645,C17orf102,-0.546325,4.84E-06,2.5E-05,-5.236717,Down
GSE39645,MAP3K2,0.917177,4.85E-06,2.5E-05,5.236125,Up
GSE39645,CAPN12,-0.42853,4.86E-06,2.5E-05,-5.235569,Down
GSE39645,CHPT1,0.674035,4.87E-06,2.51E-05,5.23501,Up
GSE39645,N4BP2L1,0.72947,4.88E-06,2.51E-05,5.234302,Up
GSE39645,ID2,1.262084,4.88E-06,2.51E-05,5.234147,Up
GSE39645,ZNF558,0.635076,4.88E-06,2.51E-05,5.234084,Up
GSE39645,SPRR1B,-0.544245,4.89E-06,2.51E-05,-5.233931,Down
GSE39645,SLC4A1,-0.676011,4.9E-06,2.52E-05,-5.233352,Down
GSE39645,ZNF317,0.440923,4.9E-06,2.52E-05,5.233271,Up
GSE39645,GMPPB,-0.386718,4.9E-06,2.52E-05,-5.233225,Down
GSE39645,F2RL1,-0.534582,4.92E-06,2.52E-05,-5.232205,Down
GSE39645,TMEM184C,0.788147,4.92E-06,2.52E-05,5.232069,Up
GSE39645,IL18R1///IL18R1,-0.833186,4.92E-06,2.53E-05,-5.231886,Down
GSE39645,NUTM2B///NUTM2D///NUTM2A///NUTM2G///NUTM2F,-0.46207,4.94E-06,2.53E-05,-5.230948,Down
GSE39645,BBS1,0.674328,4.94E-06,2.53E-05,5.230633,Up
GSE39645,ZZZ3,0.667214,4.97E-06,2.55E-05,5.228732,Up
GSE39645,CAPG,1.318404,4.98E-06,2.55E-05,5.228146,Up
GSE39645,RNASEH2B,0.768936,4.99E-06,2.56E-05,5.227735,Up
GSE39645,CSNK1A1L,-0.387493,4.99E-06,2.56E-05,-5.227497,Down
GSE39645,STRA6,-0.592472,5E-06,2.56E-05,-5.227168,Down
GSE39645,ELP3,0.701245,5E-06,2.56E-05,5.22677,Up
GSE39645,ELFN2,-0.419813,5.01E-06,2.56E-05,-5.226368,Down
GSE39645,CPVL,1.350047,5.01E-06,2.56E-05,5.226361,Up
GSE39645,RIMS1,-0.539447,5.02E-06,2.57E-05,-5.225476,Down
GSE39645,PDCD1,-0.482398,5.03E-06,2.57E-05,-5.225254,Down
GSE39645,ZNF559-ZNF177///ZNF559,0.615488,5.03E-06,2.57E-05,5.225103,Up
GSE39645,UCMA,-0.518681,5.04E-06,2.57E-05,-5.22479,Down
GSE39645,FAM83F,0.629101,5.04E-06,2.58E-05,5.224402,Up
GSE39645,CDC25A,-0.640246,5.05E-06,2.58E-05,-5.224187,Down
GSE39645,DLGAP1,-0.495293,5.05E-06,2.58E-05,-5.224051,Down
GSE39645,IGFL1,-0.590815,5.05E-06,2.58E-05,-5.223874,Down
GSE39645,ERBIN,1.273617,5.07E-06,2.59E-05,5.222936,Up
GSE39645,UBXN10,-0.705612,5.09E-06,2.6E-05,-5.221602,Down
GSE39645,CNOT2,0.735941,5.1E-06,2.6E-05,5.221129,Up
GSE39645,ASPDH,-0.459961,5.11E-06,2.61E-05,-5.220072,Down
GSE39645,KRT15,-0.479603,5.13E-06,2.62E-05,-5.21921,Down
GSE39645,ELF1,0.83557,5.14E-06,2.62E-05,5.218286,Up
GSE39645,TMEM120A,0.491501,5.15E-06,2.62E-05,5.218106,Up
GSE39645,FAM189A2,-1.076627,5.16E-06,2.63E-05,-5.217577,Down
GSE39645,FAH,0.833018,5.19E-06,2.64E-05,5.215706,Up
GSE39645,MAPRE3,0.940155,5.19E-06,2.64E-05,5.215674,Up
GSE39645,TLR6,0.853548,5.19E-06,2.64E-05,5.215595,Up
GSE39645,C7orf34,-0.730407,5.2E-06,2.64E-05,-5.215163,Down
GSE39645,SENP6,0.837641,5.2E-06,2.65E-05,5.214828,Up
GSE39645,TADA3,0.482171,5.2E-06,2.65E-05,5.214763,Up
GSE39645,PNOC,-0.597974,5.21E-06,2.65E-05,-5.214731,Down
GSE39645,SPOCK3,-1.037394,5.23E-06,2.66E-05,-5.213023,Down
GSE39645,C1orf194,-0.555884,5.24E-06,2.66E-05,-5.212887,Down
GSE39645,DAAM1,1.128876,5.24E-06,2.66E-05,5.212783,Up
GSE39645,TMEM106C,0.82033,5.24E-06,2.66E-05,5.212715,Up
GSE39645,C3orf67,-0.461764,5.24E-06,2.66E-05,-5.212623,Down
GSE39645,ADD3,0.762938,5.24E-06,2.66E-05,5.212458,Up
GSE39645,CRB1,-0.792993,5.24E-06,2.66E-05,-5.212426,Down
GSE39645,AJAP1,-0.458044,5.25E-06,2.66E-05,-5.212248,Down
GSE39645,PGAP3,0.641341,5.25E-06,2.66E-05,5.2121,Up
GSE39645,ESPNL,-0.482614,5.26E-06,2.67E-05,-5.2116,Down
GSE39645,XRCC2,-0.601677,5.27E-06,2.67E-05,-5.210986,Down
GSE39645,CALU,1.164032,5.27E-06,2.67E-05,5.210706,Up
GSE39645,SCOC,0.682438,5.28E-06,2.68E-05,5.210082,Up
GSE39645,ZNF189,0.604343,5.3E-06,2.69E-05,5.208938,Up
GSE39645,BLZF1,0.624048,5.32E-06,2.69E-05,5.208235,Up
GSE39645,ZSCAN29,0.575928,5.33E-06,2.7E-05,5.207547,Up
GSE39645,RNF113B,-0.614062,5.34E-06,2.7E-05,-5.206916,Down
GSE39645,NXPH2,-0.793339,5.34E-06,2.7E-05,-5.206898,Down
GSE39645,BID,-0.392171,5.35E-06,2.7E-05,-5.20643,Down
GSE39645,BEST1,0.724774,5.36E-06,2.71E-05,5.205784,Up
GSE39645,CYHR1,0.860947,5.37E-06,2.71E-05,5.205271,Up
GSE39645,SIRPG,-0.786932,5.37E-06,2.71E-05,-5.205222,Down
GSE39645,WDR61,0.887273,5.38E-06,2.72E-05,5.204514,Up
GSE39645,EMC7,0.632205,5.42E-06,2.74E-05,5.202256,Up
GSE39645,ERCC4,0.681255,5.43E-06,2.74E-05,5.201941,Up
GSE39645,FCGR2C///FCGR2B,1.043114,5.44E-06,2.74E-05,5.201327,Up
GSE39645,WNK4,-0.337285,5.44E-06,2.74E-05,-5.201312,Down
GSE39645,FAM174A,0.552862,5.44E-06,2.74E-05,5.201169,Up
GSE39645,PIF1,-0.500182,5.44E-06,2.75E-05,-5.20099,Down
GSE39645,CHRNB4,-0.371752,5.45E-06,2.75E-05,-5.200859,Down
GSE39645,FXYD4,-0.671442,5.45E-06,2.75E-05,-5.200541,Down
GSE39645,WIPI2,0.589605,5.48E-06,2.76E-05,5.199208,Up
GSE39645,NEK3,0.809831,5.48E-06,2.76E-05,5.199049,Up
GSE39645,NRP2,0.88041,5.48E-06,2.76E-05,5.198819,Up
GSE39645,TMEM218,0.614106,5.49E-06,2.76E-05,5.198325,Up
GSE39645,SLC12A1,-0.68877,5.5E-06,2.77E-05,-5.198098,Down
GSE39645,MOB1A,0.861085,5.5E-06,2.77E-05,5.197871,Up
GSE39645,SLC7A2,-1.469173,5.53E-06,2.78E-05,-5.196375,Down
GSE39645,RMND5A,0.900793,5.53E-06,2.78E-05,5.196025,Up
GSE39645,EMID1,-0.455455,5.54E-06,2.78E-05,-5.19595,Down
GSE39645,CHRM2,-0.526244,5.54E-06,2.78E-05,-5.195869,Down
GSE39645,ING4,0.493189,5.54E-06,2.78E-05,5.195569,Up
GSE39645,FHOD3,0.967187,5.55E-06,2.79E-05,5.195186,Up
GSE39645,ZNF557,0.712567,5.57E-06,2.8E-05,5.193975,Up
GSE39645,UBE4A,0.750308,5.57E-06,2.8E-05,5.193972,Up
GSE39645,CRYZ,1.154393,5.58E-06,2.8E-05,5.19329,Up
GSE39645,ZP4,-0.609473,5.59E-06,2.81E-05,-5.192739,Down
GSE39645,UBQLN4,0.399506,5.6E-06,2.81E-05,5.192632,Up
GSE39645,BLK,-0.398195,5.6E-06,2.81E-05,-5.192209,Down
GSE39645,NR0B1,-0.442989,5.64E-06,2.83E-05,-5.190387,Down
GSE39645,IKZF1,1.074922,5.64E-06,2.83E-05,5.190126,Up
GSE39645,TMEM199///TMEM199,0.657022,5.65E-06,2.83E-05,5.189901,Up
GSE39645,MRPL24,0.763269,5.65E-06,2.83E-05,5.189855,Up
GSE39645,FAF1,0.763853,5.65E-06,2.83E-05,5.189646,Up
GSE39645,LY75-CD302///CD302,1.167169,5.65E-06,2.83E-05,5.189642,Up
GSE39645,TMEM219,0.3791,5.65E-06,2.83E-05,5.189433,Up
GSE39645,ZNF583,0.696558,5.67E-06,2.84E-05,5.188707,Up
GSE39645,ZNF780B,0.682094,5.67E-06,2.84E-05,5.188409,Up
GSE39645,TOR1AIP1,0.761521,5.69E-06,2.84E-05,5.187635,Up
GSE39645,NUDT9,0.488675,5.69E-06,2.84E-05,5.18742,Up
GSE39645,LY6G6F,-0.595639,5.7E-06,2.85E-05,-5.186999,Down
GSE39645,RAMP3,-0.663157,5.71E-06,2.85E-05,-5.186692,Down
GSE39645,TM9SF4,0.639551,5.72E-06,2.86E-05,5.185974,Up
GSE39645,ELAC2///HMGA2///HMGA2,-0.599505,5.73E-06,2.86E-05,-5.185425,Down
GSE39645,SPOPL,0.771879,5.73E-06,2.86E-05,5.185367,Up
GSE39645,STARD3,0.675202,5.74E-06,2.86E-05,5.184939,Up
GSE39645,CCL24,-0.572816,5.74E-06,2.86E-05,-5.184902,Down
GSE39645,RSF1,0.777151,5.75E-06,2.86E-05,5.184595,Up
GSE39645,MAN2C1,0.492275,5.76E-06,2.87E-05,5.184048,Up
GSE39645,CGGBP1,0.699415,5.76E-06,2.87E-05,5.183867,Up
GSE39645,ANGEL2,0.813636,5.78E-06,2.88E-05,5.182541,Up
GSE39645,GOLGA7,0.528678,5.8E-06,2.89E-05,5.181725,Up
GSE39645,UTP20,0.701401,5.8E-06,2.89E-05,5.181613,Up
GSE39645,GTF2I,0.854059,5.8E-06,2.89E-05,5.181444,Up
GSE39645,ITGA8,-0.993657,5.81E-06,2.89E-05,-5.181157,Down
GSE39645,IFNGR2,0.659286,5.81E-06,2.89E-05,5.181054,Up
GSE39645,ST3GAL5,0.750225,5.84E-06,2.9E-05,5.179736,Up
GSE39645,STX1A,-0.436055,5.84E-06,2.9E-05,-5.179712,Down
GSE39645,SATB1,1.154152,5.84E-06,2.9E-05,5.179529,Up
GSE39645,LOXHD1,-0.534677,5.85E-06,2.91E-05,-5.179096,Down
GSE39645,TTC24,-0.613101,5.85E-06,2.91E-05,-5.179011,Down
GSE39645,PIAS1,0.777961,5.85E-06,2.91E-05,5.178854,Up
GSE39645,HSPB1,0.750829,5.86E-06,2.91E-05,5.178684,Up
GSE39645,MOV10L1,-0.429876,5.86E-06,2.91E-05,-5.178622,Down
GSE39645,RNF182,-0.808383,5.86E-06,2.91E-05,-5.178516,Down
GSE39645,TRIL,-0.538742,5.88E-06,2.92E-05,-5.177643,Down
GSE39645,SLC4A4,-1.240894,5.88E-06,2.92E-05,-5.177384,Down
GSE39645,OSBPL6,-0.615723,5.89E-06,2.92E-05,-5.17689,Down
GSE39645,EVL,0.674437,5.9E-06,2.92E-05,5.176706,Up
GSE39645,FLT4,-0.489805,5.92E-06,2.93E-05,-5.17544,Down
GSE39645,FBF1,-0.306517,5.92E-06,2.93E-05,-5.175246,Down
GSE39645,DNAI1,-0.481624,5.94E-06,2.94E-05,-5.174319,Down
GSE39645,ZNF623,0.553366,5.94E-06,2.94E-05,5.174299,Up
GSE39645,STAR,-0.539988,5.97E-06,2.96E-05,-5.172785,Down
GSE39645,ZC3H7A,0.792927,5.98E-06,2.96E-05,5.172169,Up
GSE39645,LIMCH1,1.047253,6.04E-06,2.99E-05,5.169553,Up
GSE39645,NTRK3,-1.037991,6.04E-06,2.99E-05,-5.16927,Down
GSE39645,FGF16,-0.75554,6.07E-06,3E-05,-5.167876,Down
GSE39645,LRCH2,1.313748,6.1E-06,3.01E-05,5.166466,Up
GSE39645,ADAMTS17,-0.449944,6.1E-06,3.02E-05,-5.166106,Down
GSE39645,CRTC3,0.762587,6.13E-06,3.03E-05,5.16475,Up
GSE39645,SPRYD3,0.463329,6.13E-06,3.03E-05,5.164715,Up
GSE39645,ELMOD1,-0.881202,6.14E-06,3.03E-05,-5.164446,Down
GSE39645,WDR93,-0.607562,6.14E-06,3.03E-05,-5.164368,Down
GSE39645,MCM10,-0.794571,6.15E-06,3.03E-05,-5.163835,Down
GSE39645,SPAG5,-0.865564,6.16E-06,3.04E-05,-5.163101,Down
GSE39645,GGCT,0.753559,6.17E-06,3.04E-05,5.162968,Up
GSE39645,ADGB,-0.455359,6.17E-06,3.04E-05,-5.162837,Down
GSE39645,ZDHHC23,-0.41045,6.17E-06,3.04E-05,-5.162779,Down
GSE39645,CHRNG,-0.424414,6.19E-06,3.05E-05,-5.161929,Down
GSE39645,GRHL3,-0.721558,6.19E-06,3.05E-05,-5.161863,Down
GSE39645,AKAP9,0.673634,6.19E-06,3.05E-05,5.161734,Up
GSE39645,PAGE5,-0.488604,6.19E-06,3.05E-05,-5.161602,Down
GSE39645,NCOA3,0.627577,6.2E-06,3.05E-05,5.161568,Up
GSE39645,SNX12,0.768769,6.2E-06,3.05E-05,5.161119,Up
GSE39645,DNAJC7,0.808158,6.21E-06,3.06E-05,5.16062,Up
GSE39645,NA,-0.574974,6.22E-06,3.06E-05,-5.160224,Down
GSE39645,MYSM1,0.573052,6.23E-06,3.06E-05,5.15995,Up
GSE39645,LMAN2L,0.507794,6.23E-06,3.06E-05,5.159804,Up
GSE39645,TRPC3,-0.381934,6.24E-06,3.07E-05,-5.159193,Down
GSE39645,STK32A,0.895792,6.25E-06,3.07E-05,5.159121,Up
GSE39645,ARSH,-0.564567,6.25E-06,3.07E-05,-5.158675,Down
GSE39645,TCTA,0.634633,6.25E-06,3.07E-05,5.158663,Up
GSE39645,LRBA,0.912175,6.26E-06,3.07E-05,5.158174,Up
GSE39645,FAM90A2P///FAM90A10P///FAM90A7P///FAM90A25P///FAM90A1,-0.516733,6.28E-06,3.08E-05,-5.157615,Down
GSE39645,OTOL1,-0.73914,6.28E-06,3.08E-05,-5.157481,Down
GSE39645,SRGAP1,0.755576,6.29E-06,3.08E-05,5.157021,Up
GSE39645,SAP30BP,0.620078,6.3E-06,3.09E-05,5.156669,Up
GSE39645,ABRA,-0.473484,6.31E-06,3.09E-05,-5.156166,Down
GSE39645,KRT76,-0.594778,6.31E-06,3.09E-05,-5.155843,Down
GSE39645,SAMD14,-0.438765,6.31E-06,3.09E-05,-5.155725,Down
GSE39645,ADGRV1,-0.500016,6.33E-06,3.1E-05,-5.155102,Down
GSE39645,PCMTD2,0.771566,6.34E-06,3.1E-05,5.154434,Up
GSE39645,ARHGEF16,-0.416006,6.36E-06,3.11E-05,-5.15345,Down
GSE39645,RTN4R,-0.418113,6.4E-06,3.13E-05,-5.151601,Down
GSE39645,PAX4,-0.548668,6.4E-06,3.13E-05,-5.1514,Down
GSE39645,TP53TG5,-0.452586,6.41E-06,3.13E-05,-5.151128,Down
GSE39645,ARHGDIB,1.006303,6.41E-06,3.13E-05,5.151029,Up
GSE39645,CEP85L,0.625982,6.41E-06,3.13E-05,5.151018,Up
GSE39645,KIAA1143,0.689091,6.42E-06,3.14E-05,5.150526,Up
GSE39645,KLHL14,-0.508961,6.42E-06,3.14E-05,-5.150493,Down
GSE39645,DOPEY1,0.526238,6.43E-06,3.14E-05,5.15019,Up
GSE39645,PDK2,0.891286,6.49E-06,3.17E-05,5.147548,Up
GSE39645,PLEKHO1,0.794096,6.5E-06,3.17E-05,5.146954,Up
GSE39645,CLEC4G,-0.480384,6.5E-06,3.17E-05,-5.14684,Down
GSE39645,HADHB,0.985614,6.51E-06,3.17E-05,5.146531,Up
GSE39645,TECPR1,0.521047,6.53E-06,3.19E-05,5.145446,Up
GSE39645,CCDC130,0.546219,6.55E-06,3.19E-05,5.144633,Up
GSE39645,EPG5,0.78585,6.55E-06,3.19E-05,5.144442,Up
GSE39645,NEK7,1.043256,6.56E-06,3.2E-05,5.144008,Up
GSE39645,LUZP2,-0.858189,6.58E-06,3.2E-05,-5.143282,Down
GSE39645,MIOS,0.693584,6.59E-06,3.21E-05,5.142682,Up
GSE39645,GLRA4,-0.609824,6.61E-06,3.22E-05,-5.141649,Down
GSE39645,CELSR2,0.645817,6.62E-06,3.22E-05,5.141236,Up
GSE39645,KCNA1,-0.56672,6.62E-06,3.22E-05,-5.141116,Down
GSE39645,CLDN10,-0.796656,6.63E-06,3.23E-05,-5.140666,Down
GSE39645,CYP2A7P1,-0.506227,6.63E-06,3.23E-05,-5.140666,Down
GSE39645,FAM91A1,0.933995,6.64E-06,3.23E-05,5.140346,Up
GSE39645,SAMD8,0.658803,6.65E-06,3.23E-05,5.139822,Up
GSE39645,FOXN3,0.723191,6.65E-06,3.23E-05,5.139796,Up
GSE39645,PTPN13,0.927642,6.66E-06,3.23E-05,5.139601,Up
GSE39645,DPP10,-0.70111,6.67E-06,3.24E-05,-5.139056,Down
GSE39645,GNAQ,0.790597,6.68E-06,3.24E-05,5.138748,Up
GSE39645,LAPTM5,1.380379,6.68E-06,3.24E-05,5.13838,Up
GSE39645,ALG1,0.500851,6.69E-06,3.25E-05,5.137944,Up
GSE39645,GPN3,0.953738,6.7E-06,3.25E-05,5.137683,Up
GSE39645,JAM3,0.654224,6.7E-06,3.25E-05,5.13748,Up
GSE39645,SLC1A3,1.598248,6.72E-06,3.26E-05,5.13682,Up
GSE39645,SCNN1B,-0.701989,6.72E-06,3.26E-05,-5.136746,Down
GSE39645,ADAMTS5,-0.799324,6.72E-06,3.26E-05,-5.136576,Down
GSE39645,PATL1,0.464626,6.73E-06,3.26E-05,5.136146,Up
GSE39645,ABCC2,-0.505834,6.74E-06,3.27E-05,-5.135615,Down
GSE39645,DCLRE1A,0.647813,6.75E-06,3.27E-05,5.135543,Up
GSE39645,ZCCHC12,-0.502479,6.76E-06,3.27E-05,-5.13496,Down
GSE39645,SPCS2///SPCS2,0.805779,6.77E-06,3.28E-05,5.134557,Up
GSE39645,DPAGT1,0.570093,6.77E-06,3.28E-05,5.134368,Up
GSE39645,USP16,0.821108,6.8E-06,3.29E-05,5.132944,Up
GSE39645,MAPK8IP2,-0.473672,6.82E-06,3.3E-05,-5.132345,Down
GSE39645,NBAS,0.767379,6.82E-06,3.3E-05,5.132226,Up
GSE39645,1,1.023697,6.83E-06,3.3E-05,5.131934,Up
GSE39645,UGGT1,0.676128,6.83E-06,3.3E-05,5.131829,Up
GSE39645,BACE1,0.637499,6.87E-06,3.32E-05,5.129812,Up
GSE39645,ANKRD30B,1.702501,6.89E-06,3.33E-05,5.129077,Up
GSE39645,TNS4,-0.612835,6.9E-06,3.33E-05,-5.128786,Down
GSE39645,TRH,-0.525573,6.94E-06,3.35E-05,-5.126937,Down
GSE39645,PXK,0.765559,6.95E-06,3.35E-05,5.126621,Up
GSE39645,PSEN1,0.582298,6.98E-06,3.36E-05,5.125282,Up
GSE39645,DSG1,-0.654439,6.98E-06,3.37E-05,-5.125055,Down
GSE39645,TM4SF4,-0.771164,7.01E-06,3.38E-05,-5.123989,Down
GSE39645,SH3TC2,1.044163,7.01E-06,3.38E-05,5.123913,Up
GSE39645,FAM90A10P///FAM90A7P///FAM90A25P///FAM90A1,-0.534529,7.02E-06,3.38E-05,-5.123403,Down
GSE39645,ENPP3,-0.57007,7.02E-06,3.38E-05,-5.123378,Down
GSE39645,IRAK3,1.197994,7.02E-06,3.38E-05,5.123226,Up
GSE39645,TPM4,-0.415528,7.04E-06,3.39E-05,-5.12247,Down
GSE39645,CHM,0.655016,7.04E-06,3.39E-05,5.122399,Up
GSE39645,MAGEB18,-0.493161,7.04E-06,3.39E-05,-5.122332,Down
GSE39645,CPN2,-0.455239,7.06E-06,3.4E-05,-5.121441,Down
GSE39645,LARGE2,-0.429736,7.07E-06,3.4E-05,-5.121377,Down
GSE39645,SCAF11,0.85854,7.09E-06,3.41E-05,5.120349,Up
GSE39645,C16orf92,-0.487994,7.09E-06,3.41E-05,-5.120139,Down
GSE39645,TMEM67,0.759997,7.1E-06,3.41E-05,5.120008,Up
GSE39645,COL11A2,-0.554523,7.11E-06,3.41E-05,-5.119596,Down
GSE39645,SLC22A1,-0.706148,7.11E-06,3.41E-05,-5.11947,Down
GSE39645,GNS,0.80431,7.15E-06,3.43E-05,5.117683,Up
GSE39645,SIM2,-0.444869,7.15E-06,3.43E-05,-5.117621,Down
GSE39645,MS4A3,-0.413909,7.17E-06,3.44E-05,-5.116696,Down
GSE39645,TESK2,-0.525576,7.2E-06,3.45E-05,-5.115794,Down
GSE39645,EPC2,0.793636,7.27E-06,3.49E-05,5.112617,Up
GSE39645,POPDC2///COX17,0.604297,7.28E-06,3.49E-05,5.112196,Up
GSE39645,TMEM167B,0.60268,7.28E-06,3.49E-05,5.112107,Up
GSE39645,CXorf58,-0.344368,7.29E-06,3.49E-05,-5.111753,Down
GSE39645,CCDC43,0.73577,7.31E-06,3.5E-05,5.110996,Up
GSE39645,OSBPL8,0.850781,7.31E-06,3.5E-05,5.110849,Up
GSE39645,SEPT4,-0.896665,7.33E-06,3.51E-05,-5.110127,Down
GSE39645,UPF3B,0.946343,7.34E-06,3.51E-05,5.109702,Up
GSE39645,TMEM135,0.716819,7.36E-06,3.52E-05,5.108819,Up
GSE39645,MTX3,0.741211,7.37E-06,3.53E-05,5.108397,Up
GSE39645,ZNF502,0.548889,7.38E-06,3.53E-05,5.107948,Up
GSE39645,AKAP14,-0.56095,7.4E-06,3.54E-05,-5.107325,Down
GSE39645,TMEM88,-0.77918,7.4E-06,3.54E-05,-5.107296,Down
GSE39645,ATP6V1D,1.273907,7.42E-06,3.55E-05,5.106235,Up
GSE39645,DNER,-1.206252,7.42E-06,3.55E-05,-5.106227,Down
GSE39645,CYP4B1,-0.977993,7.42E-06,3.55E-05,-5.106203,Down
GSE39645,LECT1,-0.510106,7.46E-06,3.56E-05,-5.104801,Down
GSE39645,ZNF622,0.623959,7.46E-06,3.56E-05,5.104633,Up
GSE39645,KIAA0355,0.63432,7.47E-06,3.57E-05,5.104142,Up
GSE39645,ZNF571,0.410229,7.51E-06,3.58E-05,5.102569,Up
GSE39645,C8orf44-SGK3///SGK3,0.871396,7.52E-06,3.59E-05,5.102341,Up
GSE39645,ADAMTS19,-0.520447,7.54E-06,3.6E-05,-5.101294,Down
GSE39645,DOCK7,0.980404,7.56E-06,3.61E-05,5.100574,Up
GSE39645,FAM193A,0.530021,7.57E-06,3.61E-05,5.100233,Up
GSE39645,CYP4F22,-0.500847,7.6E-06,3.62E-05,-5.098967,Down
GSE39645,SLA2,-0.476784,7.61E-06,3.62E-05,-5.098799,Down
GSE39645,ABHD17A,-0.615684,7.64E-06,3.64E-05,-5.097538,Down
GSE39645,PADI2,1.535687,7.65E-06,3.64E-05,5.09713,Up
GSE39645,PIP4K2B,0.63322,7.66E-06,3.65E-05,5.096719,Up
GSE39645,ILK,0.692763,7.66E-06,3.65E-05,5.096467,Up
GSE39645,C14orf105,-0.45861,7.67E-06,3.65E-05,-5.096124,Down
GSE39645,AGBL1,-0.60072,7.68E-06,3.65E-05,-5.095937,Down
GSE39645,DHX16,0.505072,7.69E-06,3.66E-05,5.095446,Up
GSE39645,GOLT1A,-0.46833,7.72E-06,3.67E-05,-5.094229,Down
GSE39645,LGALS7B///LGALS7,-0.425068,7.72E-06,3.67E-05,-5.094153,Down
GSE39645,SFI1,-0.323701,7.75E-06,3.68E-05,-5.093216,Down
GSE39645,SECTM1,-0.839937,7.76E-06,3.68E-05,-5.092848,Down
GSE39645,RHEB,0.572049,7.77E-06,3.69E-05,5.092254,Up
GSE39645,PMP22,0.994108,7.78E-06,3.69E-05,5.091898,Up
GSE39645,ATP2B3,-0.519739,7.79E-06,3.69E-05,-5.091697,Down
GSE39645,CCT8L2,-0.691122,7.79E-06,3.7E-05,-5.091445,Down
GSE39645,ZNF43,0.783913,7.83E-06,3.71E-05,5.090117,Up
GSE39645,CALY,-0.431911,7.84E-06,3.72E-05,-5.089651,Down
